ResponseId,WaveYear,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Gender,Age,Formal Education,Degree Status,Major,Experience_1,Experience_2,Experience_3,Experience_4,Experience_5,Experience_6,Q31_NPS_GROUP,Competition NPS,Q33_1,Q33_2,Q33_3,Q33_4,Prepared_Environment,Prepared_Rules,Prepared_Role,Prepared_Actions,Prepared_Communication,Prepared_Ethics,Scenario_Iterate,Scenario_OptionSelect_ParentTopics,Team ID,Differing abilities_1,Differing abilities_2,Differing abilities_3,CD-1,CD-2,CD-3,CD-4,OC-1,OC-2,OC-3,OC-4,OC-5,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q27_NPS_GROUP,Q27,Q28_NPS_GROUP,Q28,Q29_NPS_GROUP,Q29
R_3m4wyGasFPxFs5m,5.0,1/10/2021 13:36,1/10/2021 13:45,0,98.33.60.181,100,547,1,1/10/2021 13:45,,,,,37.72009277,-122.4413986,qr,EN,1,2,3,2,3,Netsec,2,3,1,3,5,4,3,10,,,,,0.8,1.0,1.0,0.86,1.0,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_qWpWxAS6wdrmRpL,5.0,1/10/2021 13:38,1/10/2021 13:46,0,108.3.64.18,100,448,1,1/10/2021 13:46,,,,,40.406402587890625,-79.98560333,anonymous,EN,1,2,2,4,4,Information Security,7,5,4,6,7,7,2,8,,,,,0.9,1.0,1.0,0.9,0.75,0.85,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_24COhzvUvkoJ5eF,5.0,1/10/2021 13:38,1/10/2021 13:46,0,174.198.0.128,100,511,1,1/10/2021 13:46,,,,,40.236297607421875,-75.29599762,qr,EN,3,2,1,3,1,cst ,1,5,1,3,7,7,3,10,,,,,0.6,0.6,0.7,0.79,0.74,0.77,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_3ncTz7JERpfNIia,5.0,1/10/2021 13:38,1/10/2021 13:46,0,69.156.20.218,100,534,1,1/10/2021 13:46,,,,,45.4676971435546875,-75.53990173,qr,EN,1,2,1,1,3,Software Engineering,2,3,0,3,7,7,3,10,,,,,1.0,1.0,0.82,1.0,1.0,0.43,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_4NI8RXgtydNyWlj,5.0,1/10/2021 13:38,1/10/2021 13:48,0,172.58.92.44,100,550,1,1/10/2021 13:48,,,,,37.7183074951171875,-122.4103012,qr,EN,1,2,2,1,1,Computer Science,1,3,,3,6,7,3,10,,,,,0.7,1.0,1.0,0.75,1.0,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_1ooOQmTpTEpbmHi,5.0,1/10/2021 13:36,1/10/2021 13:49,0,108.28.20.144,100,766,1,1/10/2021 13:49,,,,,38.7480926513671875,-77.23829651,qr,EN,1,2,1,1,1,Computer Science,7,6,7,4,,4,1,6,,,,,0.83,0.56,0.82,0.81,1.0,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_1ND1m99tyoaJTgT,5.0,1/10/2021 13:37,1/10/2021 13:50,0,23.240.220.73,100,772,1,1/10/2021 13:50,,,,,34.23260498046875,-118.5480957,anonymous,EN,1,2,1,1,3,computer science,6,2,0,2,,4,1,6,,,,,0.45,0.8,0.81,0.3,0.2,0.5,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_phEILoypO8PlGCd,5.0,1/10/2021 13:39,1/10/2021 13:50,0,162.192.40.230,100,649,1,1/10/2021 13:50,,,,,33.878204345703125,-117.9566956,qr,EN,1,2,1,4,1,Computer Information Systems,7,4,4,3,5,4,3,10,,,,,0.43,1.0,1.0,0.27,1.0,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_3fZWl86WH2ERhnd,5.0,1/10/2021 13:38,1/10/2021 13:50,0,100.7.123.164,100,750,1,1/10/2021 13:50,,,,,37.7252044677734375,-77.55480194,qr,EN,1,2,2,3,4,Cyber security ,3,4,1,2,6,6,3,10,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_3fCaeU1cSCqEjtI,5.0,1/10/2021 13:37,1/10/2021 13:51,0,174.115.192.52,100,828,1,1/10/2021 13:51,,,,,45.4015045166015625,-75.73040009,qr,EN,1,2,1,1,3,Software Engineering,6,6,1,3,0,2,3,10,,,,,0.8,0.9,1.0,0.6,0.85,0.7,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_2aJmZGrgMEBKN3D,5.0,1/10/2021 13:37,1/10/2021 13:51,0,136.24.87.102,100,843,1,1/10/2021 13:51,,,,,37.795806884765625,-122.4203033,qr,EN,1,1,4,2,5,Advanced Cybersecurity Certificate,7,5,1,3,4,7,3,10,,,,,0.87,0.92,1.0,0.91,0.97,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_ehbhgQiImmT3OPT,5.0,1/10/2021 13:38,1/10/2021 13:52,0,172.58.109.51,100,813,1,1/10/2021 13:52,,,,,32.8130950927734375,-96.81410217,qr,EN,1,1,1,2,4,Computing Security,5,4,,2,5,4,3,10,,,,,0.69,1.0,0.72,0.9,1.0,0.7,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_3lGmwDXPG1Q6rdk,5.0,1/10/2021 13:37,1/10/2021 13:52,0,97.100.178.130,100,929,1,1/10/2021 13:52,,,,,28.6840972900390625,-81.28119659,anonymous,EN,1,1,2,1,3,Computer Science ,1,5,1,1,,7,3,10,,,,,0.68,1.0,1.0,1.0,1.0,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_We2UKw79NZWZttv,5.0,1/10/2021 13:37,1/10/2021 13:53,0,142.117.206.23,100,988,1,1/10/2021 13:53,,,,,45.541900634765625,-73.6312027,qr,EN,1,2,1,1,3,Computer science,7,5,4,7,2,5,3,9,,,,,0.78,1.0,0.71,1.0,0.86,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_1jqCDHCJAX1Qyfu,5.0,1/10/2021 13:36,1/10/2021 13:36,0,174.225.144.46,4,11,0,1/17/2021 13:37,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_YXn18jVA0B1xweB,5.0,1/10/2021 13:37,1/10/2021 13:37,0,74.192.182.161,4,11,0,1/17/2021 13:37,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_21mmEUhgaBJXrWc,5.0,1/10/2021 13:37,1/10/2021 13:37,0,73.189.58.191,4,6,0,1/17/2021 13:37,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_x9mfQCALqt3tgzf,5.0,1/10/2021 13:36,1/10/2021 13:37,0,24.228.209.221,4,49,0,1/17/2021 13:37,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_rjyAnMJYxsGnN05,5.0,1/10/2021 13:36,1/10/2021 13:37,0,45.155.40.4,4,44,0,1/17/2021 13:38,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_31QskZ0NjMssfSC,5.0,1/10/2021 13:37,1/10/2021 13:38,0,66.30.112.255,4,47,0,1/17/2021 13:38,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_e3haN35G1WTxQSB,5.0,1/10/2021 13:37,1/10/2021 13:38,0,72.225.60.45,4,76,0,1/17/2021 13:38,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2v2HPnJFlkfH2eN,5.0,1/10/2021 13:38,1/10/2021 13:38,0,174.222.18.86,4,13,0,1/17/2021 13:38,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2QlzLSBHmW5h4jO,5.0,1/10/2021 13:38,1/10/2021 13:38,0,45.50.3.236,4,12,0,1/17/2021 13:38,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3QPHu1IcpPWWYyB,5.0,1/10/2021 13:37,1/10/2021 13:39,0,66.169.196.145,47,128,0,1/17/2021 13:39,,,,,,,anonymous,EN,1,2,1,1,3,Computer Science,5,4,0,2,,,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2Cxe7bxkW2PK3Ua,5.0,1/10/2021 13:39,1/10/2021 13:39,0,84.65.63.245,4,15,0,1/17/2021 13:39,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3jYT3siAlQxBZJA,5.0,1/10/2021 13:39,1/10/2021 13:39,0,76.176.250.8,21,34,0,1/17/2021 13:39,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3HHosWgaRc42p9J,5.0,1/10/2021 13:36,1/10/2021 13:39,0,208.64.158.255,26,181,0,1/17/2021 13:40,,,,,,,anonymous,EN,1,2,1,2,3,Computer Science,6,5,0,3,1,7,2,7,,,,,0.61,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
R_29OL7smHWLeItXj,5.0,1/10/2021 13:36,1/10/2021 13:40,0,205.178.20.214,36,211,0,1/17/2021 13:40,,,,,,,qr,EN,1,2,1,3,3,computer science,3,6,5,3,5,7,2,7,,,,,0.5,0.3,0.7,0.5,0.6,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1gAAj2XMSUaMa08,5.0,1/10/2021 13:37,1/10/2021 13:40,0,94.249.87.219,4,180,0,1/17/2021 13:40,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1r1eSMoauBL0G7p,5.0,1/10/2021 13:37,1/10/2021 13:40,0,104.35.67.2,25,172,0,1/17/2021 13:40,,,,,,,qr,EN,1,4,1,1,3,CS,1,3,1,4,3,3,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1cXMNiJ9GahLSfL,5.0,1/10/2021 13:36,1/10/2021 13:40,0,82.14.69.12,23,245,0,1/17/2021 13:41,,,,,,,qr,EN,3,2,1,3,1,Cyber Security,2,5,2,5,5,2,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_erlNOxQ9kIjQ6MF,5.0,1/10/2021 13:37,1/10/2021 13:41,0,8.39.123.225,23,284,0,1/17/2021 13:42,,,,,,,qr,EN,1,2,1,3,3,Cybersecurity,3,3,1,7,7,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2cb86ulowe4oD8B,5.0,1/10/2021 13:39,1/10/2021 13:41,0,173.27.186.43,23,92,0,1/17/2021 13:42,,,,,,,qr,EN,1,2,1,1,3,Computer Science,0,,0,,,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3kc4QrydctmDdGd,5.0,1/10/2021 13:36,1/10/2021 13:42,0,108.207.10.214,25,354,0,1/17/2021 13:42,,,,,,,qr,EN,1,2,1,3,3,Cybersecurity,4,3,2,5,1,4,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_23sSWLKBYDHMqKl,5.0,1/10/2021 13:37,1/10/2021 13:43,0,172.72.58.98,23,405,0,1/17/2021 13:44,,,,,,,qr,EN,1,2,1,2,4,Information Security ,1,3,,6,6,5,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2w5GcEyqrM0IHpx,5.0,1/10/2021 13:36,1/10/2021 13:44,0,174.69.17.171,36,460,0,1/17/2021 13:45,,,,,,,qr,EN,1,1,1,4,3,Cybersecurity,2,2,0,4,7,3,3,10,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3O1VDnk7TDha1Rg,5.0,1/10/2021 13:39,1/10/2021 13:45,0,172.119.241.208,32,364,0,1/17/2021 13:45,,,,,,,qr,EN,3,2,1,1,3,Computer Information Systems,3,5,0,3,2,7,3,10,,,,,0.5,0.81,0.81,0.9,0.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3iL38BkFFYTYzfk,5.0,1/10/2021 13:36,1/10/2021 13:45,0,173.20.47.109,36,532,0,1/17/2021 13:45,,,,,,,qr,EN,1,2,1,2,3,CyberSecurity and Computer Science,0,2,0,4,5,3,3,10,,,,,0.47,1.0,1.0,0.56,1.0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3fvgXCCju0OF8T2,5.0,1/10/2021 13:37,1/10/2021 13:45,0,70.191.171.18,36,509,0,1/17/2021 13:45,,,,,,,qr,EN,1,2,2,2,3,Cybersecurity,4,5,1,2,2,7,3,10,,,,,0.95,1.0,1.0,0.95,1.0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,
R_XMRFF8oEW6dOWPL,5.0,1/10/2021 13:37,1/10/2021 13:46,0,61.74.230.36,30,542,0,1/17/2021 13:46,,,,,,,qr,EN,1,2,2,4,4,Computing Security,6,4,1,3,7,,3,9,,,,,0.1,0.4,0.8,0.35,0.7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
R_r25IKqccXbnxq5b,5.0,1/10/2021 13:47,1/10/2021 13:48,0,8.9.83.235,4,7,0,1/17/2021 13:48,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9v2H8j2LsZsVIsx,5.0,1/10/2021 13:47,1/10/2021 13:47,0,172.249.135.241,4,17,0,1/17/2021 13:48,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2dniKCiT1iuRTEN,5.0,1/10/2021 13:37,1/10/2021 13:48,0,136.24.107.116,62,640,0,1/17/2021 13:48,,,,,,,qr,EN,1,2,2,3,1,Information Security,4,4,2,3,2,4,3,10,,,,,0.3,0.8,0.8,0.6,0.88,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,
R_WDxEKx6DzNNVBuN,5.0,1/10/2021 13:40,1/10/2021 13:49,0,188.247.72.151,26,551,0,1/17/2021 13:49,,,,,,,anonymous,EN,1,2,1,4,3,Network and information security engineering ,5,6,2,2,2,7,3,10,,,,,0.72,0.76,0.88,0.75,0.89,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,
R_21ddFNhmZs0NSQn,5.0,1/10/2021 13:41,1/10/2021 14:01,0,71.92.220.125,4,1178,0,1/17/2021 14:02,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_214a2d7vz1woWes,5.0,1/10/2021 13:38,1/10/2021 14:04,0,73.160.222.170,23,1590,0,1/17/2021 14:05,,,,,,,qr,EN,3,2,1,2,1,Computing and Security Technology,7,5,0,3,3,7,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0St2eu8BIKZ20ox,5.0,1/10/2021 13:41,1/10/2021 14:26,0,76.86.80.7,25,2681,0,1/17/2021 14:27,,,,,,,anonymous,EN,1,2,1,1,3,Computer Science with Business,6,4,1,4,,5,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cAPZCcaehHkEXaV,5.0,1/10/2021 13:36,1/10/2021 14:28,0,80.4.196.173,23,3062,0,1/17/2021 14:28,,,,,,,qr,EN,1,2,1,1,3,Forensic Computing and Security,2,2,0,4,3,4,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_pc3DsqsdhhfVBBv,5.0,1/10/2021 13:40,1/10/2021 14:43,0,98.10.240.42,4,3786,0,1/17/2021 14:43,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3QKlucMrKpQluXG,5.0,1/10/2021 13:38,1/10/2021 21:38,0,98.10.40.13,36,28779,0,1/17/2021 21:38,,,,,,,anonymous,EN,1,2,1,3,3,Cybersecurity,5,5,1,3,7,7,2,7,,,,,0.5,0.4,0.44,0.56,0.6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
R_uyajsLfQZKtBHYl,5.0,10/24/2021 9:11,10/24/2021 9:14,0,194.183.9.106,100,200,1,10/24/2021 9:14,,,,,41.8903961181640625,12.512603759765625,anonymous,EN,1,1,1,4,3,Networks and information security engineering,5,5,2,6,4,7,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_10DauoV5DBczK8G,5.0,10/24/2021 9:09,10/24/2021 9:14,0,94.198.43.75,100,338,1,10/24/2021 9:14,,,,,1.2982025146484375,103.783599853515625,anonymous,EN,1,2,1,4,2,Cybersecurity,7,3,2,5,7,7,2,7,,,,,0.85,1.0,0.46,0.68,0.96,0.84,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_YRfXIFGmuueS3Tz,5.0,10/24/2021 9:10,10/24/2021 9:16,0,37.165.200.73,100,361,1,10/24/2021 9:16,,,,,48.8582000732421875,2.3386993408203125,qr,EN,1,2,1,4,2,Cybersecurity,4,3,2,4,7,7,3,10,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_334ivSNz2Vvdyrb,5.0,10/24/2021 9:10,10/24/2021 9:17,0,79.95.86.194,100,403,1,10/24/2021 9:17,,,,,47.2144927978515625,-1.551193237,qr,EN,1,4,1,3,2,Cyberdefense,7,4,2,3,3,7,2,7,,,,,0.9,0.77,0.96,0.84,0.76,0.88,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_1Cj8AhFupyMDAO9,5.0,10/24/2021 9:10,10/24/2021 9:19,0,31.39.39.93,100,558,1,10/24/2021 9:19,,,,,47.6580963134765625,-2.755203247,qr,EN,1,2,1,3,2,Cyberdefence ,2,4,2,5,7,3,3,9,,,,,0.83,1.0,1.0,0.88,1.0,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_3stgaV7M74oSBE8,5.0,10/24/2021 9:10,10/24/2021 9:21,0,37.37.122.195,100,658,1,10/24/2021 9:21,,,,,29.36450195,47.9889068603515625,anonymous,EN,1,2,3,1,2,Bachelor of Computer Engineering,3,1,0,4,1,1,3,10,,,,,0.1,0.1,0.09,0.06,0.13,0.11,1,,,,,,,,,,,,,,,,,,,,,,,,,
R_1K1hFWIwd4oexyL,5.0,10/24/2021 9:07,10/24/2021 9:23,0,86.99.47.152,100,906,1,10/24/2021 9:23,,,,,25.26330566,55.3087005615234375,qr,EN,1,1,1,4,3,Computing Security ,,2,0,1,5,,3,10,,,,,0.5,0.87,0.73,0.39,0.85,0.85,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_b4rEDGy7OZXt9h7,5.0,10/24/2021 9:07,10/24/2021 9:23,0,89.102.3.75,100,938,1,10/24/2021 9:23,,,,,49.203399658203125,16.6967926025390625,anonymous,EN,1,2,1,4,3,Cybersecurity,3,1,,4,7,5,2,7,,,,,0.81,0.81,0.48,0.37,0.48,0.49,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_z3arOpfLGggZG6Z,5.0,10/24/2021 9:17,10/24/2021 9:23,0,86.49.242.104,100,354,1,10/24/2021 9:23,,,,,50.0803985595703125,14.5045013427734375,anonymous,EN,1,2,1,1,5,,3,2,0,1,5,5,1,5,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_1QtMdvwPkFKITYw,5.0,10/24/2021 9:13,10/24/2021 9:31,0,31.39.39.93,100,1041,1,10/24/2021 9:31,,,,,47.6580963134765625,-2.755203247,qr,EN,1,2,1,3,2,Cybersecurity,5,3,1,2,7,7,2,8,,,,,0.4,0.8,1.0,0.8,0.9,0.8,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_22GqhOaPgawEMQB,5.0,10/24/2021 9:10,10/24/2021 9:43,0,188.71.200.165,100,1976,1,10/24/2021 9:43,,,,,29.36450195,47.9889068603515625,qr,EN,1,1,1,1,3,Computer engineering ,1,5,1,2,4,6,3,9,,,,,0.9,1.0,0.94,0.93,0.97,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_BRKdtLck8u6IVKF,5.0,10/24/2021 17:06,10/24/2021 17:11,0,173.174.203.191,100,288,1,10/24/2021 17:11,,,,,29.702606201171875,-98.47589874,anonymous,EN,3,1,3,2,1,cs,3,2,1,6,2,3,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_DAJIJwvDMhO9g41,5.0,10/24/2021 17:07,10/24/2021 17:12,0,70.122.46.190,100,311,1,10/24/2021 17:12,,,,,29.5652008056640625,-98.61450195,anonymous,EN,1,2,1,3,3,Cyber Security,4,3,1,4,4,7,1,6,,,,,0.44,1.0,1.0,0.77,0.63,0.85,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_O0slBWy7RcO7EDT,5.0,10/24/2021 17:07,10/24/2021 17:13,0,24.243.67.193,100,350,1,10/24/2021 17:13,,,,,29.522003173828125,-98.59739685,anonymous,EN,1,1,1,4,4,"Master of Science - Information Technology, Cyber Security conc. ",3,4,2,4,7,7,1,6,,,,,0.6,0.61,0.84,0.62,1.0,0.7,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_Bti0AiJybowPuAp,5.0,10/24/2021 17:10,10/24/2021 17:13,0,98.198.164.169,100,208,1,10/24/2021 17:13,,,,,29.542205810546875,-95.32119751,anonymous,EN,3,2,1,4,3,Computer Science,4,3,1,4,7,3,3,10,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_3e3HJYcI1oeDcei,5.0,10/24/2021 17:08,10/24/2021 17:14,0,107.77.197.217,100,342,1,10/24/2021 17:14,,,,,32.779693603515625,-96.80220032,qr,EN,1,2,1,2,1, Computer Science,5,2,1,4,0,0,3,10,,,,,0.65,1.0,0.9,0.85,1.0,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_3lQV6rTyK5JxmAN,5.0,10/24/2021 17:10,10/24/2021 17:14,0,129.244.150.67,100,273,1,10/24/2021 17:14,,,,,36.1493072509765625,-95.94989777,anonymous,EN,3,2,1,2,1,Computer Science,7,6,3,7,0,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2VQirHNbI4m7rq0,5.0,10/24/2021 17:07,10/24/2021 17:17,0,149.149.2.122,100,578,1,10/24/2021 17:17,,,,,36.217803955078125,-85.54229736,qr,EN,1,2,1,3,3,Computer Science,3,4,2,6,4,1,3,10,,,,,0.6,1.0,1.0,1.0,0.8,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_10CXcKxlpPxjnnH,5.0,10/24/2021 17:08,10/24/2021 17:17,0,172.124.66.33,100,550,1,10/24/2021 17:17,,,,,29.58819580078125,-98.51830292,anonymous,EN,1,1,3,2,3,Cybersecurity,2,0,0,7,3,7,3,9,,,,,0.1,0.75,0.15,0.07,0.49,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_22m26wsc7PHytFz,5.0,10/24/2021 17:10,10/24/2021 17:18,0,184.185.222.15,100,438,1,10/24/2021 17:18,,,,,29.613800048828125,-82.38600159,anonymous,EN,3,4,1,1,1,c.s.,,,,,,,1,5,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_riHHnlGxOjQp7Ox,5.0,10/24/2021 17:07,10/24/2021 17:18,0,76.253.52.202,100,669,1,10/24/2021 17:18,,,,,37.7758941650390625,-90.40709686,qr,EN,1,2,1,3,3,Cybersecurity ,1,1,,5,7,4,2,7,,,,,0.15,0.51,0.84,0.13,0.26,0.45,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_3kzW0rqRV2vX7Qo,5.0,10/24/2021 17:09,10/24/2021 17:18,0,73.7.104.69,100,559,1,10/24/2021 17:18,,,,,33.9380950927734375,-84.46330261,anonymous,EN,1,2,2,3,3,Cybersecurity,7,3,2,4,3,7,3,9,,,,,0.6,0.3,0.69,0.7,0.4,0.3,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_Tn3hAE0Ct1eA4iB,5.0,10/24/2021 17:09,10/24/2021 17:19,0,76.127.181.53,100,603,1,10/24/2021 17:19,,,,,41.2686004638671875,-72.96510315,anonymous,EN,1,2,1,4,4,Cybersecurity ,7,6,3,7,7,5,3,10,,,,,0.74,0.92,1.0,0.82,0.91,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_8r0FEwavaAxJWmd,5.0,10/24/2021 17:06,10/24/2021 17:20,0,132.170.212.18,100,819,1,10/24/2021 17:20,,,,,28.5655975341796875,-81.25879669,qr,EN,1,4,1,1,1,Information Technology ,2,2,0,2,,7,1,4,,,,,0.7,0.75,0.75,0.69,0.64,0.71,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_a5e27Oan72w14L7,5.0,10/24/2021 17:09,10/24/2021 17:20,0,184.187.251.222,100,635,1,10/24/2021 17:20,,,,,36.0431976318359375,-95.80719757,anonymous,EN,1,1,1,3,3,Computer Science/ Cyber Security,3,4,2,4,5,7,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3NVbTkT5ZBlO280,5.0,10/24/2021 17:09,10/24/2021 17:21,0,129.244.19.59,100,742,1,10/24/2021 17:21,,,,,36.1493072509765625,-95.94989777,anonymous,EN,1,2,1,3,3,Computer Science ,2,3,1,2,5,1,3,10,,,,,0.4,0.87,0.35,0.84,0.84,0.85,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_2cqrM7AJPJA3cRr,5.0,10/24/2021 17:07,10/24/2021 17:22,0,107.77.215.48,100,900,1,10/24/2021 17:22,,,,,28.63439941,-81.62210083,qr,EN,1,2,1,3,3,Computer Science/English,6,4,2,5,2,3,2,7,,,,,0.65,0.95,0.95,0.75,0.75,0.55,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_2ql1s8qv4AhrtJk,5.0,10/24/2021 17:08,10/24/2021 17:22,0,107.127.49.114,100,829,1,10/24/2021 17:22,,,,,36.1670989990234375,-86.78610229,qr,EN,1,1,1,4,3,Computer Science,4,2,2,7,3,3,2,8,,,,,0.31,0.77,0.75,0.52,0.8,0.5,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_xtkFvd16Ffp6ead,5.0,10/24/2021 17:08,10/24/2021 17:22,0,132.170.212.18,100,850,1,10/24/2021 17:22,,,,,28.5655975341796875,-81.25879669,qr,EN,1,4,1,1,3,Computer Science,6,3,0,2,0,5,2,8,,,,,0.6,0.76,0.5,0.55,0.85,0.7,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_Cg06J0FQAIilEVb,5.0,10/24/2021 17:09,10/24/2021 17:23,0,99.186.251.96,100,857,1,10/24/2021 17:23,,,,,30.4593963623046875,-87.20749664,anonymous,EN,1,2,1,3,3,Cybersecurity and Software Design & Developement,,4,,2,3,1,3,10,,,,,1.0,1.0,0.75,0.75,1.0,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
